,release year,description,imdb_id,poster_url,genre_id,Video Link
THE DIARY OF A TEENAGE GIRL' (AUGUST 7),2015,"Diary of a Teenage Girl, which tells the story of 15-year old Minnie (Bel Powley) who loses her virginity to the boyfriend (Alexander Skarsgard) of her free spirited mother (Kristen Wiig)",,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxQSEhUUExQWFRQXGBcWGBgYFxUYGBgXFRcXGhQXFxgYHCggGBolHBQUITEhJSkrLi4uFx8zODMsNygtLisBCgoKDg0OGxAQGywkICQsLCwwLCwsLCwsLCwsLCwsLCwsLCwtLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLCwsLP/AABEIAKsBJwMBIgACEQEDEQH/xAAcAAAABwEBAAAAAAAAAAAAAAAAAQIDBAUGBwj/xABKEAABAwEFBAYECQoFBAMAAAABAgMRAAQFEiExBkFRcRMiYYGRsTKhwdEHFCNCUnKCkvAzQ2KDk7LC0uHxFRZUoqMkU2SUY4Sz/8QAGQEAAwEBAQAAAAAAAAAAAAAAAQIDAAQF/8QALxEAAgIBAgUBCAIDAQEAAAAAAAECEQMSIQQTMUFR8BQiUmFxgaHhscEyQpHRI//aAAwDAQACEQMRAD8A5ja7JLgSOZFNW5pSeqBAOtRWbSovHDJUeqAMyTwAp6923mSnpQQTuOvfTu+5NLsivcag6U0EyauLYyAylzFmd1VJJilsYlsONpScWat1R7S8FHLSmejMdlG0ONPKYFFJ2IVRCjXSmmlKnCCY1gaUqGEppwGpCLseIkNOHkhR8hQVY3E+k2sc0KHsp015A0xpGhpM08hswrKKYAqqEJAVIpxKyKjpPbTqVDiKdREaHkqJp9sndTCI41KYFUoi2Sm7YrKc4p520letRECpLSKKxx6k3OQhCikgpMEZipVvtZcSVDIkQaJTBoJRAiKlmjFe8Pjk+hVMJgGabWUnsipFpUTISknkCfKonxF1Q/JOHkhZ9leXkeqVnXFMgWg1Hq3VcdpUOrZnzyZc/lohsxbDpZLT+xc/lqkWqKJMqjRVeN7H29RgWO0fsXPdU9v4OrxOlld+4seYprRqMpQraOfBlbkDEtsoTEknKOeKPVVYvZc4gkOJxHKDx7ONDUg0zPUKvXdlLQNEhUcJqA5c7w1bMcaNi2RG2yowBJqSi7VnsqZcljVjOIERxq1daiqRimJKbXQrE3SjCOscW+losKU5U48e2miknjTKKEcmyVdlhbW822tQbQtaEqWdEpUoAq7hJrsNp+BSxuJli0uDLXqOJPblHnXIrrsKn3W2kektQA09td+uH4PmkWcIdJ6Q5lSciORqk6S6k4uWqkrOeXh8BFpH5K0Mr+slaD6gqhXXLPsk0gQHbT/7Lw8lChU9S9IpU/H5/R512dZVYnfjjcKLSlQFCQQQQZ7iarNudsHLzeS64hLeFOEJTJ7TJOtVRvZ3oy3i6p1451Aqak6pldKuy4F4YrOG8pTr2iqpa/CiSqKIisEPGRlUks9WeNRan2dZCMxMGIopWgSK+rnZhw9IUapIJiYkpGWfDM1BKUlQnqgnM1qtnbhJJcQVmAQkBlxYVIBnGISOFCdKLtjRtukPXXti0yYWytJ+khcwd+ShV6NuSsQ1asPALSserFHgaiI+DsvjGT8XJUokLClq14JOH1ip9j+CxpI677yz+i2hseKlL8q5HLhlu3/ZdLNVUQHNp7cZw2lleRI1EwJ3n20V335fD4JaaCwMzCR7V1prr2BZaJlvpEZwFEhWuRUpMYvACrmy7NNI9Gztj6xeX++4am+Jwrol/wAHWLJ3f5MQq8r5Gtn/AOIHyVRIva9/9N/wf1rozd1RohlPJlnzKCacst3LQSUuLBP6Sj4Tp3UvtkPgXr7h9nl5fr7HO03xe/8Apj/66vfU+x2+9FDrsKT/APXVW+6B0/nnfvr99IVYFHVxw81qPma3tsPgXr7ivhpfE/X2Mk09ealBKW5neGgoD6xRMd9X1rum8W2gsOBa/oJZPhOvqqYzc6UCEjCDwgeVOf4bz8ay42HwI3ssviZVOWO9EMJeKkkk5t4VBaQcgVDIAd+VU1otN+Ey02sj9AAp7jj9ta5y60qEKEg6jKPCKDN1JQISMI4CAPUKZ8dBqtCFXBy662YZx3aQ6NvD7g810wtG0p1LiebjI8110cWY/TX96kvWQrGFS3CDuKyR4VF8VH4Si4d/EctvR2/mRidtISDu6VknsyEmqZG0N49bpLepJGcABR5nIQK7ew2tCQlLiwkZATI8DTb1kx+mltY/TYZV5ppo8VDuvwjPBLs/ycdu3aJ5ajNtddIGmQHqzqSrah0H8q6ewQke010pezdn1TZ7O2ZnE2yhBPMp1FQ3th7GvNTJCjqUOuJk8cKsSR3CKpHiMDfvISWHKujOcvbWPqIGoP0iVe6q7aBwoQHUpQHMYhQSAQIM593rroVp+DdjVtx5KhoFltSZ7YQkxUa07B42MDmPHkrE24giQDlhWhMAzvJqnNwJ3ARY83+xiNn7daXCcGWWc6f3rouxO19kaZNlt4SjP0iCQoHiQJHOsIxc9usySHLK7H0kAOfuEms1ej5W6EGQZzCgQRzBzrqhl1SfRo5pY2tuh1LbdNiUUGwFKhniKCSnsgnWqFvZhx51toKSkr3mYGRJJjkedUNleLYhJp1m3qBnEZ8IPEU84y/1YqkujLG+dl3LMopcggGMQzB9vdTf+W3Ffkm3HEwJKUlUcdB200/fK1BIKpAMwfbWyur4QlWWzFKEoUrOJnInfkc9TUbzRq9x6xuzml4vrsjwUglK21AjcQoca6Lst8J1pdaUXVDENCI9tcw2pt6rQ8XFnrLVJgQO4Uu5rKUiSThJ/vXdhWqVT6EMrcItw2f9HoG7rVaHLMlw2lZK9ICRHgAfXQrPbIbT2XoegbUpTic44cfI0KllzRjKkJi4XLkjqcmvkef1CKKr+8LhU2hRUoSncKqHLGtKErI6qtKWWKUex0wyxkuo02M6JZk1qLBs7haxupzOYz3VX2LZ961PluzoxREnRKQdCpW7zMZUckNELkCGRTnUSssVmW64lDaStajCUpEkmupbN/BaojFa1kTB6NuJ5KX7B41sNjdkmbuZxKKekI+UdUQM/ognRPZvq3e2lsqPn4vqgx94wk+NeTk4zJL3cXTyehDh4reYxdWydmYjo2UJP0iMSvvKk+urlNmFZ20bdsD0RPMj+DFUF34QB81H+0nzUPKuXlZpbsvrguhtBZxSwxXPXtvHj6KT3YR/Cahu7XWlWk/ec/hIp1ws+4OdE6gGKPoIrlCr8tKv7FX7xNBNqtJ4D9W3/LR9kfdg5yOqKUgaqSOahTarWyNXW/vp99czFotP0lDkUjyikLtr6dX3B+tV5A0Vwq8g5x08Wxnc4k8jPlSxaGzoSeSVnyFclVeS97yzzWo+2iFpKvnk/aPvp1wX1F56Ou9Kngv9m5/LSwREwuPqLHmK45iWdAD2k/1pTiXAPRE9hMdu/nTLgfqD2heTsBcSNyvuL91El1J3L/Zufy1yEWd8mEoSr7WEeumXk2pOfR6fpA+SqZcBatX6+wr4qKdNnZFupHzXO5p0+SabFqR9F39g/wDyVxly8LRvT44j7aZ/xd0H0O+F++g+B+vr7B9pj5O1qtjY1xjm06PNNEbezvcA5yPMVxZG0CwdIPNQqwZv53c7H61Y8xSvgkvIVnR1X/FrN/qGe9xA8zT6LQ0r0XGzyWk+2uXi97UR1XXCOx8x4E0Qt9r4OEfXbV5nOk9kXkbnHV0Ng6QeWdGbPXInLxtAElpR/UtK9YTQTtQ6jUFP6taP/wAyKHsj7MPOOtlioluupt5OF1tDg4LSlXhIyrmzG3jgyxj77k/8ileVWFm+EBzfn+zV5JSfXQ9lyLozc6LJd8fBuwsEsEsq4ZqR4HMdx7q53fezz9kVDqIByC05oVyO49hg10pn4QU/PQPBSfLHVi1tJZLSkoWIChBCgFJPPDJHMgVfHn4jF/krRGeHFPpszhq2c6Po4rd7U7ILY+VsyOnYPWhJxLSP0f8AuJ5Z9h1rn1ovhrcCO6vRxZ4ZN0cM8ModSmt7nynKrhltRYSc4maz7y8SieNXlmvZvoEtqnEDrujOrY51J33GcVS+VM02wtnwFbkROlCoFy34hCSMYgaTQrmy4pOWxeGaNWybeaP+mXCQZ376rb0T/wBPZpOQUkRQvDaJami2ICYg8apnbQV9GknIGa9Sc0+h5OOEu5vba+HQhloArUUpTzVAA8TWvtQZupgNtgKWMzPz3VDNat500nIADdWU+C+ydJai8v8AJ2dBcJ/SIIQPDGfsil7Q202m0qER1i2kcSD8oRxz38AnhXlcbPm5FDtHd/V/o9HgocuDl3ZUW693rQrGtZJ3dnGPojsTA7KVZLuKzKlgRMzr2a05a2wl3AkRh6vf21JLcOOfopSO+JPf1YpHtHYrdvcktXe0NVyOeVOoaYG9JPP+vOqxQhKM8o7pnX1ioL1tSgknMj5vPLPhoKXQ33DqNLjaHD1e6kuXoyneNYga1k3rwUQc4FZty0qCYBzJJJ507w11FWW+hvrXtY2kkJSTHEgVC/zS64AUYQTu1I8awgRJ99OwpB3ijCMI9VYstTXU1j1ptC/SUo98DwFQFTO+avtlb5QpCkugFQGSo1HvqE8hGInLMmu+KjVxOJt6qkV4B4mn0JpzqjSjK0gExpnRMSrK5G41a2e2CMx6/Cs+m3RoBSl3mpImBxpObAflTOm7RvIC2+qM2UK0O+eFUFodEczA19tUqtoXX+jKjJShKRuyAOsUHbbi10GWu+pYskYQUWUyY5Sm5diS66Dvpk6E+vOoCrWAO+PH+1MrfPHumqKpboSXu7DtqtSEpKlaD8ZVmV2wkSTA3ZU9tA9OBI7SfIe2oCWp4kd2Vc+WW9Fsa2scS+4ASlR5iZ/pS2b9tCD+VUOYB9laG47iW4nqpgcTp69am2vZJUHGoQNwHvrneSN7nVHFJq0iuujal9ZgkT358N9T7Htk6UYlJGpBE8OYrPfFQw5roqD7PVT1mawrtDfBRUO/OqJRfYi9SNIjaxC8ltA8wk+dMuX5YVTis5EEg4UgaRwPaKzRAorKziWpH0tOZBA9eGjLHFK0aE3J0XtvtNlSCEdOhUZCRHYMyYqus185gKB1EExrzFPbQNYksujRbSfFIAV6wao446UYxWk0m1I6vsntF0cJcMtqjFJzSfpHvjPXLsrOfDRs2GXEWptMIdJSuNA7EzG7GmTzSrjTFjdBwqmJkHhIyIPMeyt1YWReVgfsbhlaUwhRO8Zsq5BQSO0FVcc//nPmL7/T9F09cdJwChSnmihRSoQpJIIOoIMEHvpNdxzAoUKFYxN6UcKcbcAMxnTIVU+5bEq0vtMJ1dWlEjcFHrK7hJ7q6HOlbI6b2OrbOJNiufpY+VtB6QccOQa5j8n+0NUuzbGFanTGFhBP2s4z54vCr/4RrYlK22EZJaSCBwgQmPEj7FVjbXRXdn6T5n7HzfUB96vLg3KOp9ZP1+DuaS2XZFTdTZW4CvUqk5zlqT41IU78k44TGNZPIT/U0xZ3QhDqzoExP1svdVXtE98i2gGMUHPtzz+9XRLd0SukPWm34klCDokKHblJHgZrNWWSCT85XqFPIeLcK3pA8h7KO0ICCUjSVRyJ/rVdlsiVtjy1dU9tRrJZOkUlIGZIH49dB5zKrnY+zySvenTSf70mSVIfHG2Mv7OOJUeoo7pCT7OdOquBwAYm1mf0SK3t22taesr0ZGRM68xUu2uOKVKDKeGY7+rXOszTqjoeFVZynNC80xnFSukNavau7MaEkZKzUZ3Qkk1lkA7yJjfXdgyKSOLNj0sCF0VrV1dO6lid5FKCxvKa6HuiFblb8YHb4H3UoWhJyB7v71ZtvoSIxDtzFPsIbSB18zmB7qlySvOK+w2hKBKjECBpr2Qc6I2wHfVg7aWtMSe3MZUyS3P5RHiKCwfMDzfIipdSopE54gY5TVsjAUkK1+blv7ahOFCTktJ5EUgvA/OHjVYR0k5y1CrxutKuiVvVE+GfLOau7uu9tvVASOOWdVFjtHSLCd6TrxBH963bbKVIEicoivP4l6XTPS4ZKW6JV0Bsp6h07IpF5Jy7KgWFz0iNCQnLv38aTa7MUBasRCYmPYJ1ri07ndbSMDfryVPYUiTik9xz8IFOOEC1A7nWwe8CD5U3aW0BxwDNQPWMzmc1R2TI7qTeKupZXB81Smz6o8q7kqSPNk7kxCm84OQ0qO0+EvJjUCT3EEVKvA/KHgYPjVYuQ6CMxl7f6U7domtmae1N4rMU72nVAfVUcSf3vVVEtuSBFX93nEHE/wDcZSv7bcoNVCBJyMGcudJjfUvnW6fr1VFhdaCS41ofSHMZK9lafYy9eieaUdJDLnJWSfdWRsVoLbqFnRJ6w7Dkr1Vfushq0LRlDolJmM8oj8b6nkSez7gxsg/Ctsx0duW4nJL46URpj0d8VDF9usM5dqhpBrte2bXxy6kPj8pZ81cYHUdHYMkq5Irka19tPwsk8dPqtvX2J5k4z27lQqzKG6hVipw0K6KRLUyvmui/ArdwXa3LQodSztk/bcBA/wBgc8RXPAmuv7HtfE7kW7ou0LUocYkIb7urP6yubipPRpXfb19i+GK1X4Kq8lqtdqPFxzDloEgwSOwkk99WW2VpAcS0n0UJAA9nhFI2NsgDxUfzSPAnIfxmqDae85Usj0lHXeASYpYq50uxSTqNvuRbWsuNYAclOJTlv491RdqlS5hBgJEcsz7IqVYEEKYyySFOHmZw1VXq9KySJGY35xvqq/yIPoMOWhOAYk4joM4mNMQjP1Uza7R1jOZ/E00slUcB4ZcKaUgqOlM3uBIUX8RrVbJWjA6EHInOKPZbZ3IPLE70g+ZqGVL+NZCFBcAcjGfP21OTUrRSPutM6lbEJKE8ZGX47Yqxu9AEjvFZyzvdKEpVIPn76tkYWc5md0nyrg+R3alVmf25tcEIA9Kc+ABE+7xrCl1OhHfWv6Xp7WsqEhPVAO7j7ayl/WdTTqkjIajLca9HBSWk8/Lu7Gi4ndNF8Z7O3X+lQfjBjWi6c8+6unYkWDTgKvRidc93t09VSbVbBPVAO7kKrGHMiTlwpCnYG+apdInW4t20AnSkKfTuT31CU5NBLu7WfxlSakU0ktNpT9GnW3E/RqKluI31JbOvGls2ktrgHXxbsh4/gVuE2lwJ6qZTvM+6sxs7ZgpszvPurRXc+ps4Vzzia4s71M7MHuh2O88GFKkwmcU5fiKrtsr56oSnf3VZ2l9M9UA5Zk/N461za+LX0jilA7yBPDdSQim7LZslRpBotIBUdxjd+ONWAQHLG7hMltaVjlofOs30hxVJYtTiAtKDCVghQgGQa6JO0caVMubc2FIbUNSmPDSq1TRxHiU/zU2xalJEHNPD3VKbeSoiJGWc0y6CvqWd0WkgsncFqbPJxII9c1GtTWFxSeCjHjlTNmJCXBvQUrH2FZ/7SKn3wB0gVuUEq7vwKlHaR0T3xp/T/wA/pERA60aTI7lSCfA1o8ResaHD6bJCVchp6qz1rbzkVoNlHgpxbSvReRp+knT1FPhRydLJQ60bHYa2ocLjChLb6CqCZkkYXE9sjLxrj992NVmfdYV6Ta1IniAeqrvTB762ezL6rO8RJBZXigZnDMKHZIND4brqCbQ1akDqvowqI0xtgYTPahSR+rNRg9GX5P8AlfofItUL8HO1OUKjlVCuuzn0kxizFakoRmpaghI4qUQEjxIrs+3WFluzWVHoNJH/ABpAE85Qe6sT8GN19NeLM6NYnj9gQn/etFX21lq6a1uEbsKB+9HcVR3VyZHqypeFf/Tqxqot+SbdKOisS1nVwnw9EfxGucW9XSO5HIa+33d1dE2utKWLOhG5IiN5ywj1ma5ouUoyEqVVcHRyEzdVEtrLeCcS92FvCkduU8qz9qURrnInuNPFYQk55kGe3fHjFQAcRpyQrGVngPIVa3JZw462jIAqznfGcd8R31DYaxHs/GVWbaBGg8KwTpCG4AGgAisu9YotyDuUQfAZ+VFd9/ONgJMLQNytRyVr4zUvaMno2bQlC2ziMBcTEZHLcZ31BJxdPuV6rY0zbAgp3CmrxeS22o5CBVSm+vkukHpR6M1UXxeqnEwBlvO/lUo4m5FXJUTdnNVK1xHXz9c0Nq7vxoxx1k5928eGfdV3dl09FZw45kkIxRvmJCR2yYqosNscUMFogjiBnyO47/CrxlctS7EJxdUYFbQPYaZ6OK1zmziDmHDBJw9TcO8aVWW66C3mSCNOG6Rl4V1RmmyLg0U8xSHlZUtTRmlKap27FSIyEzyp9pmN1ONt7qkONwk8qUYiBU5U6EwRSbM3T5GdAJpNmD1VAcZj8cq05AMK39lc/uu1KbVi7o41dt3g8/1UdVI1IMeKtfCubJjbdnTjmkq7k2/3sLakg9ZQ4551iU3U6v0EE1or0u/o0DrYnFHKBxjjr6tap3GHTiJUoz6XW7c9MjRhFJC5JNy3RFXs1aYxdHlrkQajKu9xIhaSOfZUhbbk5Enkamth0YcbhVGiT1o7M8hypxCqbYHfUpgpjC4JTnBBGIcM94yqxDKdS3v1JMcoHdvpDlhbM5bwMiYznPPPh41qAQ7D1Fn5wUlac94Kf6VbWpSXbMyoTjQMC8gIgnDEaiAM+2qdVhIzQZIOh7JqbZnsShHUcyCk6AjgRy0NJJb2Wx7x0i1ZyDSrI+WihwatrB7j6XqihimY6qh807/qnfTjZxIwmNDHHOCQfu5d9PexGmmXl7thFpS+B8m4BJ+uCJ8/VV/f1mFtuRY1dsvW7fkJJ7uiUvxrOWdfS2NM5llRSocUHj3Vq9gbSlLpZOaHm4gkmVNyMPekmeMCuTImo/Nf1+jojv8Ac4SoUdWe0l0my2p5g/m1lI7UatnvSUnvoV2KSatHK1Wx1L4L7MGbNarSrIEhoH9FIlZH3x92qy5UFx9ClaqUp1XDESVH11rdoiGrtQkICC6CtSRkMTiFLXA3CSrLdFYyx3y1Z4UZUoogJSJM753DTfXBjbnqku7O1pRpMY2/tfSPJbB0iRx1rOWlQTJOsR3cKftdpW64p0IgnSZMcKbVYnFxMR3D2Gu2KpJHJK5SspXG1LMwcvVNWt33OkJl15tqdxxrXHHChJ9ZFWKLiVOZz35EgE8zU5u4AMWp4RAnt05+NByXkZRfghMsWNtMF51w6no2kJn77k8N1SkMWJeabQ80eDrBI+80T5VObuMZDCTUuy7PjGg4SACDkJ0M8KXWvI6g/BATceIfJvsOngl1KT4O4M6urwD67Mhp2yOno8gtIC5AyE4MQ07aSq4XlKJ6NJkk5pI1M7qsrosjzCgrouYCkifvEVOUrHjH5Gcs9lQltSVMWgL3KLeScxoNaO67hKlpxnqk6Zg5EyCCMtDXQHr7KRJbdH2mj/GaZZ2nZxfKdEO1RbB9SqTXLsh9Ee5U7QWorJbGSEDPtV/T31TIs+ZPP1T7xW8s7ljeBIQlQOpQQc+2DUa2XSwULU0rCUAkpMkkdgOdaOVJUBwb3Mo83CUntPgZ99UV9xg5q8OddEZuYFPpgJIjRwkjjkgxpVfa9iUuEnpQBMgBl47uJTnv8apHNFPcSWJtbGOunYR+02cWhtTeZVCFEpUQkxIMRrPhVTbNn3mlYVohXYUq9aSRXQv8j5R8YdyEABl+B2CEZDlSP8gk6vuH9RaD5064hX1Qjw7dDnjN3qxZp/HMVMesQIAgeMHvBNb9r4Om97znL4s776mNbBsAEY3M/wDx3vfWedeTLEc5sN2NYil1fRoGeIALKjwAkVNXZLuTqu0r+r8XbH+4qNb1ewTBj5RwQP8ATve2abTsEwPzjh52d32JpXlT7/lDKFdv5MF013HJTVqT+mHmlHh6JQB5VKstnsUy1bSg/ReZUO4qbxD1Vsnth2zEOLEf+O9nz+TNNt7EpT+cn61ntPsQKKyrz+UbQ/H8mfc2fW6JadYfVoA282YSdclEKk5buNVb9z2puEONOxoDgXGZOhiN58TW1/yYiNUHMH8naRpPFo8fUKks3Y6yeo7hA0CC8B4FoUjyeKG0XuznDl3BuAJQopBOKTrpHAEGai/FlAx5V10W5cfKuWdwcHUL8+ipQfsCoK0WYneW1RHqFbmtdjPGjl1tASgI7M+ZqG1ZgEkznlkNP71113ZW7nhMLRO8KUR3HrCqW9tgW0x8WeKlEzhKkEnkYEZca0cqoDx2zmZSZlJg+kCNxH4NNMqMSc1AkgzmDHHtn1GtQ7sk5BKMSpz6oChqfoniKgr2deEylQJ4oc/lqutCaJIpkvBeSxyIyjlQYdS2DIxfRIITB/SkGcpyy11qbabjcT6UA9uIctQPwaR/h5CSMTfGMQ3R+O6taDu+pKuh2FuNjRxE94zHfVvdD3Qht1OJWBzEcXDIKA5iPLfVDYrGoLSsEdU7yNPYKvipPRYEnEoqMAGQJMnTf76nN7jQQ38Nd0gPM2pHovIwKO7EjNHikkfq6Fbe13OLbdaGSApaCnDO5STnn9VTg76FRw8RCEdMn02NPC5O0HtXYjaU4UEBSCko3CQCCOzJShWVsmy7qiMVjBUBkQttI5nrfjhWuudjChCdYAA4ZVftKivPhxEoe7Hodssae5hWdjH1GShsfWcJ/dBqws+xDg1W0O5SvYK14cpYcpnxM2LyzPNbG8XUjk371VOY2WQNXXO4Np/hNWoco+kpedJ9waGREXA0NVOHmsj92KeTcrH0Sea3D/FTvSUYXW5kvINDG03PZ/8AtI7xPnTqbuYGjLf3E+6oZD8ziTEqMYN2GEImdxzJ36UXQPxBeg4QmQhOsypcHedANBrnR1PyDSyyTZmhohA5JT7qNxltQhSEkcCkGq/oFzJdV6WKOqBEQlH1RrxJ7MqUxZykgl1aoBEKUmDJnEYHpbuVCwaAn7iYVmAUH9H3GoNq2dVEtu9cejiSY5GDU9VmBJJWv0kqjGY6uggfN7KQLEj6aj6QzWvRZk58eB3U2ph0sfuazuNpPSqSpSjPVCgAAI+cSTzqcXKqP8ObO86IHpK/N+gffxo/8Namc5ClL1VqtOFfcQazdm0Ft01F01QLKyltCUJJwpEDfluzpyBxPhSts3LRL6aj6aqx9lRMpcgREFBOc6yFjwqSAOJ8P60d6NoRK6ah0wqMFDifD+tQ7Td7aypRJlQRMf8AxqKkKHaCawNCLbpRR9LVP/hzeLECZ6QudkqThUNPRI3caaNzt4cONUdGWvskyndqnd7axuWXwcodJVIbuTiKukMlaHPtIGE7vnAZ0tmwhLS2ukkKLkHQpCySAPqzlyFazcsuekpl6zNr9JAPdn41UmwHUPZy2e9v0jr84ZEUBd69zxiXfnH0XM0icWqToaNg0Ehdyt6oJQfEVX266n0wtro1rSd5KVFO8BUdU88qf+Jvxk9nDe8xiQesYnRQ1FSrCh1OMOHEMZKCCScBg4VZagyOUUdVBp+RqwXahaJeZSlRJOEhBidTKcpNKNwWbc2B9VS0+RqWSeBpJVSPIzaWQ1bPM7lOp5OueRJFRLRsshX553v6FQ9bdW2Oh0lbmy8h0Mzbmxp+a+PtMNHyignZdxIj4wAN+BpKJHcrnWj6SiLlHnS8jKLIlhsqGWw2CcImSdSSZJMbyTR04qhUZJSdsoooqbG3kJEHxqaFDt/HfTKVU4Kyiio4F9hpePsptNLApqFoUHOwUoLP4ApMUoCmoFBhZ40MR4nxowmjijQAqEUqKMCjQBAFKApUUdEwmKEUqKEVgWJihFLihRNYmKEUqhQNYg0siiUKPdRAFFCKOhWMFFFFKihFA1icFFgpyKKK1BsRhosNLihWNY0UUWGnqTFANiKPGeJ8TSooqAQukPGi6U9ngPdRxSSKWjbA6U8BRdJ2DxNAikxQoZJB9IOB8f6UKKKFCjUiKlNLAoCnEisOAClpFEKUmmFYoClCioxREDo6FCiAOjiiFKpgMEUAKFHRAAChR0KwAUUUdHWMFFCKOirGARRIGVKFE3WMCKEUdCsYKKFHQNYwRoUdA1gCYoRShRUAiYoEUdCgETFFSqI0GaxMUmKVQNAaxBFFFLNClCIoUZoUDH//2Q==",Drama ,https://youtu.be/kYb0WRr1eww
ME AND EARL AND THE DYING GIRL' (JUNE 12),2015,"The film that won Sundance (it walked away with both the Grand Jury Prize and Audience Award) also 
sparked an unprecedented bidding war amongst distributors. The premise of Me and Earl – a geeky high schooler (Thomas Mann) is forced to befriend a girl (Olivia Cooke) who’s been diagnosed with leukemia – sounds like it has the potential to be YA schmaltz, but the film managed to win over the festival’s most hardened cynics. ""[It’s] an illness pic without the guilt-inducing mawkishness or carpe diem platitudes,"" writes THR’s John Defore. ""Film-geek friendly but thoroughly accessible and very funny, it has the makings of a mainstream hit.""",,http://cdn-static.denofgeek.com/sites/denofgeek/files/9/30//me-and-earl-and-the-dying-girl.jpg,Drama,"
https://youtu.be/2qfmAllbYC8"
